failure_id,machine_id,failure_timestamp,component_failed,downtime_hours,failure_severity,failure_occurred,failure_within_24h,failure_within_7d,root_cause_category,root_cause_subcategory,confidence_label,engineer_verified,pre_failure_anomaly_window_hours,max_temperature_c_72h,max_vibration_x_72h,max_motor_current_a_72h,min_lubricant_quality_72h,diagnostic_summary,recommended_action
F00347,M007,2022-09-26T03:28:47,imaging_drum,17.28,Major,1,1,1,overheating,fuser overheating,0.92,True,96,280.0,1.012,11.052,44.74,imaging_drum failed after a 96-hour overheating pattern connected to fuser overheating. Sensor rows in that window carry related_failure_id=F00347.,schedule immediate service
F00348,M014,2022-09-29T12:51:00,battery_pack,16.14,Major,1,1,1,sensor_or_control,speaker fault,0.98,True,72,39.54,0.062,0.26,77.55,battery_pack failed after a 72-hour sensor_or_control pattern connected to speaker fault. Sensor rows in that window carry related_failure_id=F00348.,reset and recalibrate sensor
F00349,M020,2022-10-05T14:33:01,bluetooth_module,0.8,Minor,1,1,1,electrical_fault,battery degradation,0.89,True,72,41.45,0.044,0.593,74.21,bluetooth_module failed after a 72-hour electrical_fault pattern connected to battery degradation. Sensor rows in that window carry related_failure_id=F00349.,reset and recalibrate sensor
F00350,M016,2022-10-05T23:56:00,audio_processor,1.83,Minor,1,1,1,sensor_or_control,trigger sensor drift,0.82,True,72,47.81,0.199,1.258,80.04,audio_processor failed after a 72-hour sensor_or_control pattern connected to trigger sensor drift. Sensor rows in that window carry related_failure_id=F00350.,check power supply and wiring
F00351,M015,2022-10-06T11:27:11,refrigerant_loop,7.91,Moderate,1,1,1,electrical_fault,control board fault,0.9,True,96,51.47,0.001,16.229,46.32,refrigerant_loop failed after a 96-hour electrical_fault pattern connected to control board fault. Sensor rows in that window carry related_failure_id=F00351.,reset and recalibrate sensor
F00352,M011,2022-10-06T18:48:00,turntable_motor,1.13,Minor,1,1,1,overheating,magnetron overheating,0.93,True,72,118.08,0.24,9.19,71.36,turntable_motor failed after a 72-hour overheating pattern connected to magnetron overheating. Sensor rows in that window carry related_failure_id=F00352.,inspect component and replace if worn
F00353,M004,2022-10-14T05:19:00,cooling_path,8.07,Moderate,1,1,1,blockage_or_jam,ventilation blockage,0.8,False,72,54.64,0.139,4.249,79.55,cooling_path failed after a 72-hour blockage_or_jam pattern connected to ventilation blockage. Sensor rows in that window carry related_failure_id=F00353.,schedule immediate service
F00354,M002,2022-10-16T10:34:00,motor,43.1,Critical,1,1,1,blockage_or_jam,brush roll jam,0.81,False,24,120.36,0.537,8.52,67.59,motor failed after a 24-hour blockage_or_jam pattern connected to brush roll jam. Sensor rows in that window carry related_failure_id=F00354.,schedule immediate service
F00355,M008,2022-10-20T20:24:00,feed_roller,5.05,Moderate,1,1,1,blockage_or_jam,paper path obstruction,0.87,True,72,64.64,0.434,3.568,53.7,feed_roller failed after a 72-hour blockage_or_jam pattern connected to paper path obstruction. Sensor rows in that window carry related_failure_id=F00355.,schedule immediate service
F00356,M014,2022-10-23T01:15:00,battery_pack,5.33,Moderate,1,1,1,sensor_or_control,speaker fault,0.77,True,72,43.93,0.05,0.261,77.72,battery_pack failed after a 72-hour sensor_or_control pattern connected to speaker fault. Sensor rows in that window carry related_failure_id=F00356.,reset and recalibrate sensor
F00357,M019,2022-10-24T22:02:00,condenser_fan,8.33,Moderate,1,1,1,wear_or_lubrication,condenser fan imbalance,0.83,True,72,28.58,0.789,5.034,50.93,condenser_fan failed after a 72-hour wear_or_lubrication pattern connected to condenser fan imbalance. Sensor rows in that window carry related_failure_id=F00357.,inspect component and replace if worn
F00358,M009,2022-10-25T17:25:54,temperature_sensor,2.3,Minor,1,1,1,sensor_or_control,temperature sensor drift,0.84,True,24,207.86,0.311,15.177,54.85,temperature_sensor failed after a 24-hour sensor_or_control pattern connected to temperature sensor drift. Sensor rows in that window carry related_failure_id=F00358.,check power supply and wiring
F00359,M007,2022-10-25T20:19:25,imaging_drum,1.13,Minor,1,1,1,overheating,fuser overheating,0.94,True,24,158.71,1.298,11.551,38.03,imaging_drum failed after a 24-hour overheating pattern connected to fuser overheating. Sensor rows in that window carry related_failure_id=F00359.,check power supply and wiring
F00360,M020,2022-10-28T09:40:00,bluetooth_module,5.31,Moderate,1,1,1,sensor_or_control,bluetooth module dropouts,0.84,True,72,45.55,0.055,0.404,81.04,bluetooth_module failed after a 72-hour sensor_or_control pattern connected to bluetooth module dropouts. Sensor rows in that window carry related_failure_id=F00360.,check power supply and wiring
F00361,M020,2022-11-01T17:16:00,charging_port,1.45,Minor,1,1,1,electrical_fault,battery degradation,0.92,True,48,47.3,0.065,0.512,87.54,charging_port failed after a 48-hour electrical_fault pattern connected to battery degradation. Sensor rows in that window carry related_failure_id=F00361.,check power supply and wiring
F00362,M009,2022-11-02T07:46:41,induction_coil,13.35,Major,1,1,1,electrical_fault,power module fault,0.78,True,72,132.36,0.332,19.552,44.9,induction_coil failed after a 72-hour electrical_fault pattern connected to power module fault. Sensor rows in that window carry related_failure_id=F00362.,check power supply and wiring
F00363,M005,2022-11-03T05:39:00,image_sensor,8.37,Moderate,1,1,1,wear_or_lubrication,pan tilt motor binding,0.89,True,72,49.52,0.002,1.141,40.35,image_sensor failed after a 72-hour wear_or_lubrication pattern connected to pan tilt motor binding. Sensor rows in that window carry related_failure_id=F00363.,top up lubricant and inspect bearings
F00364,M019,2022-11-09T19:32:00,condenser_fan,3.75,Moderate,1,1,1,sensor_or_control,thermostat drift,0.89,True,72,27.71,0.351,4.883,55.5,condenser_fan failed after a 72-hour sensor_or_control pattern connected to thermostat drift. Sensor rows in that window carry related_failure_id=F00364.,reset and recalibrate sensor
F00365,M001,2022-11-11T15:00:00,cooling_fan,7.89,Moderate,1,1,1,pressure_or_airflow,cooling fan failure,0.82,True,96,246.8,0.081,16.028,70.43,cooling_fan failed after a 96-hour pressure_or_airflow pattern connected to cooling fan failure. Sensor rows in that window carry related_failure_id=F00365.,inspect component and replace if worn
F00366,M019,2022-11-14T05:36:00,condenser_fan,1.46,Minor,1,1,1,sensor_or_control,thermostat drift,0.85,False,72,33.52,0.112,4.827,55.24,condenser_fan failed after a 72-hour sensor_or_control pattern connected to thermostat drift. Sensor rows in that window carry related_failure_id=F00366.,reset and recalibrate sensor
F00367,M013,2022-11-14T13:51:53,jar_seal,7.25,Moderate,1,1,1,overheating,motor overheating,0.87,True,48,74.94,2.763,6.393,68.91,jar_seal failed after a 48-hour overheating pattern connected to motor overheating. Sensor rows in that window carry related_failure_id=F00367.,inspect component and replace if worn
F00368,M018,2022-11-15T06:07:26,lcd_display,6.72,Moderate,1,1,1,sensor_or_control,keypad contact issue,0.86,False,72,40.91,0.03,0.061,77.16,lcd_display failed after a 72-hour sensor_or_control pattern connected to keypad contact issue. Sensor rows in that window carry related_failure_id=F00368.,reset and recalibrate sensor
F00369,M016,2022-11-15T13:55:36,power_input,8.32,Moderate,1,1,1,sensor_or_control,trigger sensor drift,0.77,True,24,47.81,0.22,1.351,79.7,power_input failed after a 24-hour sensor_or_control pattern connected to trigger sensor drift. Sensor rows in that window carry related_failure_id=F00369.,check power supply and wiring
F00370,M013,2022-11-15T17:07:14,jar_seal,15.37,Major,1,1,1,blockage_or_jam,blade jam,0.81,True,72,90.07,0.884,6.578,53.84,jar_seal failed after a 72-hour blockage_or_jam pattern connected to blade jam. Sensor rows in that window carry related_failure_id=F00370.,clean or clear obstruction
F00371,M011,2022-11-15T23:25:00,magnetron,1.06,Minor,1,1,1,overheating,magnetron overheating,0.85,True,48,90.08,0.233,10.093,70.86,magnetron failed after a 48-hour overheating pattern connected to magnetron overheating. Sensor rows in that window carry related_failure_id=F00371.,schedule immediate service
F00372,M006,2022-11-19T07:12:00,battery_pack,36.66,Critical,1,1,1,electrical_fault,battery voltage sag,0.88,True,72,45.68,0.227,3.748,61.01,battery_pack failed after a 72-hour electrical_fault pattern connected to battery voltage sag. Sensor rows in that window carry related_failure_id=F00372.,check power supply and wiring
F00373,M014,2022-11-21T03:38:00,keypad,15.33,Major,1,1,1,sensor_or_control,speaker fault,0.86,True,72,42.03,0.028,0.337,76.72,keypad failed after a 72-hour sensor_or_control pattern connected to speaker fault. Sensor rows in that window carry related_failure_id=F00373.,reset and recalibrate sensor
F00374,M018,2022-11-21T18:58:00,keypad_matrix,0.91,Minor,1,1,1,sensor_or_control,display segment fault,0.83,True,72,38.91,0.035,0.069,80.75,keypad_matrix failed after a 72-hour sensor_or_control pattern connected to display segment fault. Sensor rows in that window carry related_failure_id=F00374.,check power supply and wiring
F00375,M018,2022-11-21T22:56:04,logic_board,1.22,Minor,1,1,1,sensor_or_control,keypad contact issue,0.93,True,72,41.95,0.027,0.114,84.86,logic_board failed after a 72-hour sensor_or_control pattern connected to keypad contact issue. Sensor rows in that window carry related_failure_id=F00375.,check power supply and wiring
F00376,M019,2022-11-22T04:59:00,door_seal,17.36,Major,1,1,1,pressure_or_airflow,door seal leak,0.85,True,72,37.9,0.217,5.017,73.26,door_seal failed after a 72-hour pressure_or_airflow pattern connected to door seal leak. Sensor rows in that window carry related_failure_id=F00376.,clean or clear obstruction
F00377,M004,2022-11-22T16:52:47,cooling_path,19.1,Major,1,1,1,overheating,amplifier overheating,0.86,True,72,78.77,0.199,3.897,87.91,cooling_path failed after a 72-hour overheating pattern connected to amplifier overheating. Sensor rows in that window carry related_failure_id=F00377.,schedule immediate service
F00378,M010,2022-11-30T20:00:44,feed_dog,19.97,Major,1,1,1,wear_or_lubrication,insufficient lubrication,0.83,True,72,100.95,1.922,3.398,45.95,feed_dog failed after a 72-hour wear_or_lubrication pattern connected to insufficient lubrication. Sensor rows in that window carry related_failure_id=F00378.,top up lubricant and inspect bearings
F00379,M007,2022-12-14T17:23:00,imaging_drum,1.57,Minor,1,1,1,blockage_or_jam,paper feed jam,0.96,True,72,224.26,0.217,10.861,43.09,imaging_drum failed after a 72-hour blockage_or_jam pattern connected to paper feed jam. Sensor rows in that window carry related_failure_id=F00379.,clean or clear obstruction
F00380,M013,2022-12-15T13:37:13,coupler,5.25,Moderate,1,1,1,wear_or_lubrication,coupler wear,0.78,True,72,85.87,1.579,6.515,57.25,coupler failed after a 72-hour wear_or_lubrication pattern connected to coupler wear. Sensor rows in that window carry related_failure_id=F00380.,inspect component and replace if worn
F00381,M008,2022-12-16T17:50:00,paper_path_sensor,12.68,Major,1,1,1,blockage_or_jam,paper path obstruction,0.92,True,72,49.75,0.685,3.21,81.76,paper_path_sensor failed after a 72-hour blockage_or_jam pattern connected to paper path obstruction. Sensor rows in that window carry related_failure_id=F00381.,schedule immediate service
F00382,M005,2022-12-18T05:16:00,network_module,5.92,Moderate,1,1,1,electrical_fault,power board instability,0.97,True,72,41.47,0.157,1.575,35.59,network_module failed after a 72-hour electrical_fault pattern connected to power board instability. Sensor rows in that window carry related_failure_id=F00382.,check power supply and wiring
F00383,M006,2022-12-18T09:31:08,lens_mount,4.76,Moderate,1,1,1,electrical_fault,battery voltage sag,0.86,False,48,47.96,0.419,3.628,64.66,lens_mount failed after a 48-hour electrical_fault pattern connected to battery voltage sag. Sensor rows in that window carry related_failure_id=F00383.,reset and recalibrate sensor
F00384,M004,2022-12-18T22:01:00,speaker_driver,4.74,Moderate,1,1,1,overheating,amplifier overheating,0.93,False,48,45.52,0.11,4.417,75.33,speaker_driver failed after a 48-hour overheating pattern connected to amplifier overheating. Sensor rows in that window carry related_failure_id=F00384.,schedule immediate service
F00385,M017,2022-12-21T03:55:31,thermal_sensor,1.67,Minor,1,1,1,overheating,heating plate degradation,0.97,True,24,98.86,0.092,5.261,68.31,thermal_sensor failed after a 24-hour overheating pattern connected to heating plate degradation. Sensor rows in that window carry related_failure_id=F00385.,schedule immediate service
F00386,M012,2022-12-21T09:14:00,charging_port,51.31,Critical,1,1,1,electrical_fault,battery degradation,0.89,False,24,42.93,0.482,1.357,49.6,charging_port failed after a 24-hour electrical_fault pattern connected to battery degradation. Sensor rows in that window carry related_failure_id=F00386.,check power supply and wiring
F00387,M001,2022-12-24T11:01:00,cooling_fan,32.28,Critical,1,1,1,sensor_or_control,thermal sensor drift,0.99,True,72,167.97,0.087,16.138,72.38,cooling_fan failed after a 72-hour sensor_or_control pattern connected to thermal sensor drift. Sensor rows in that window carry related_failure_id=F00387.,reset and recalibrate sensor
F00388,M010,2022-12-26T19:53:00,bobbin_case,4.17,Moderate,1,1,1,wear_or_lubrication,insufficient lubrication,0.88,True,48,70.82,0.932,3.49,33.17,bobbin_case failed after a 48-hour wear_or_lubrication pattern connected to insufficient lubrication. Sensor rows in that window carry related_failure_id=F00388.,inspect component and replace if worn
F00389,M006,2022-12-28T02:57:00,lens_mount,1.59,Minor,1,1,1,electrical_fault,battery voltage sag,0.78,True,24,46.73,0.183,3.291,54.49,lens_mount failed after a 24-hour electrical_fault pattern connected to battery voltage sag. Sensor rows in that window carry related_failure_id=F00389.,reset and recalibrate sensor
F00390,M006,2022-12-28T05:14:00,battery_pack,6.0,Moderate,1,1,1,blockage_or_jam,lens mount obstruction,0.91,True,48,45.97,0.169,3.106,52.94,battery_pack failed after a 48-hour blockage_or_jam pattern connected to lens mount obstruction. Sensor rows in that window carry related_failure_id=F00390.,schedule immediate service
F00391,M005,2023-01-02T02:36:00,network_module,12.35,Major,1,1,1,electrical_fault,power board instability,0.85,True,72,47.63,0.053,1.72,58.72,network_module failed after a 72-hour electrical_fault pattern connected to power board instability. Sensor rows in that window carry related_failure_id=F00391.,check power supply and wiring
F00392,M014,2023-01-03T13:59:00,keypad,1.64,Minor,1,1,1,sensor_or_control,speaker fault,0.83,True,72,39.25,0.043,0.315,76.31,keypad failed after a 72-hour sensor_or_control pattern connected to speaker fault. Sensor rows in that window carry related_failure_id=F00392.,check power supply and wiring
